filename,url,date,title
MAR042026_01B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2026/MAR042026_01B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - MAR042026_01B2203(PDF, 717.96 KB)"
MAR102026_01B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2026/MAR102026_01B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - MAR102026_01B2203(PDF, 523.86 KB)"
MAR052026_02B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2026/MAR052026_02B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - MAR052026_02B2203(PDF, 539.21 KB)"
MAR102026_03B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2026/MAR102026_03B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - MAR102026_03B2203(PDF, 511.81 KB)"
MAR102026_02B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2026/MAR102026_02B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - MAR102026_02B2203(PDF, 592.76 KB)"
MAR032026_01B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2026/MAR032026_01B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - MAR032026_01B2203(PDF, 582.07 KB)"
MAR092026_01B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2026/MAR092026_01B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - MAR092026_01B2203(PDF, 544.78 KB)"
MAR092026_02B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2026/MAR092026_02B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - MAR092026_02B2203(PDF, 1.14 MB)"
MAR052026_01B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2026/MAR052026_01B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - MAR052026_01B2203(PDF, 689.49 KB)"
APR162025_02B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2025/APR162025_02B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - APR162025_02B2203(PDF, 742.66 KB)"
APR072025_01B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2025/APR072025_01B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - APR072025_01B2203(PDF, 525.92 KB)"
APR162025_01B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2025/APR162025_01B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - APR162025_01B2203(PDF, 687.65 KB)"
APR092025_03B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2025/APR092025_03B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - APR092025_03B2203(PDF, 834.56 KB)"
APR102025_06B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2025/APR102025_06B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - APR102025_06B2203(PDF, 927.41 KB)"
APR142025_02B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2025/APR142025_02B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - APR142025_02B2203(PDF, 569.06 KB)"
APR102025_03B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2025/APR102025_03B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - APR102025_03B2203(PDF, 715.65 KB)"
APR102025_04B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2025/APR102025_04B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - APR102025_04B2203(PDF, 628.86 KB)"
APR092025_01B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2025/APR092025_01B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - APR092025_01B2203(PDF, 1.04 MB)"
APR102025_01B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2025/APR102025_01B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - APR102025_01B2203(PDF, 592.42 KB)"
APR042025_02B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2025/APR042025_02B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - APR042025_02B2203(PDF, 587.74 KB)"
APR152025_02B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2025/APR152025_02B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - APR152025_02B2203(PDF, 1.65 MB)"
APR152025_01B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2025/APR152025_01B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - APR152025_01B2203(PDF, 879.65 KB)"
APR092025_04B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2025/APR092025_04B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - APR092025_04B2203(PDF, 795.49 KB)"
APR082025_01B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2025/APR082025_01B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - APR082025_01B2203(PDF, 559.42 KB)"
APR102025_05B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2025/APR102025_05B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - APR102025_05B2203(PDF, 624.58 KB)"
APR112025_02B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2025/APR112025_02B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - APR112025_02B2203(PDF, 859 KB)"
APR102025_07B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2025/APR102025_07B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - APR102025_07B2203(PDF, 544.56 KB)"
APR092025_06B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2025/APR092025_06B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - APR092025_06B2203(PDF, 1001.1 KB)"
APR092025_05B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2025/APR092025_05B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - APR092025_05B2203(PDF, 609.45 KB)"
APR102025_02B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2025/APR102025_02B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - APR102025_02B2203(PDF, 942.4 KB)"
APR032025_01B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2025/APR032025_01B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - APR032025_01B2203(PDF, 545.41 KB)"
MAR312025_03B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2025/MAR312025_03B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - MAR312025_03B2203(PDF, 710.37 KB)"
MAR182025_02B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2025/MAR182025_02B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - MAR182025_02B2203(PDF, 787.21 KB)"
MAR272025_03B2203.pdf,https://www.uscis.gov/sites/default/files/err/B2%20-%20Aliens%20with%20Extraordinary%20Ability/Decisions_Issued_in_2025/MAR272025_03B2203.pdf,,"Immigrant Petition for Alien Worker (Extraordinary Ability) - MAR272025_03B2203(PDF, 822.12 KB)"
